=== START Bayesian-like search (NO repeats) ===
Grid size: 861 total combos
Initial random evals: 20, Max evals: 100, kappa=1.0
Completed computation for 537 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:400 
Completed computation for 538 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:300 
Completed computation for 539 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:600 
Completed computation for 540 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:400 
Completed computation for 541 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:400 
Completed computation for 542 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:300 
Completed computation for 543 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:400 
Completed computation for 544 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:200 
Completed computation for 545 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:200 
Completed computation for 546 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:500 
Completed computation for 547 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:1000 
Completed computation for 548 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:100 
Completed computation for 549 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:500 
Completed computation for 550 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:200 
Completed computation for 551 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:900 
Completed computation for 552 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:600 
Completed computation for 553 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:700 
Completed computation for 554 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:200 
Completed computation for 555 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:300 
Completed computation for 556 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:500 
Completed computation for 557 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:900 
Completed computation for 558 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:900 
Completed computation for 559 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:300 
Completed computation for 560 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:500 
Completed computation for 561 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:800 
Completed computation for 562 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:500 
Completed computation for 563 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:400 
Completed computation for 564 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:800 
Completed computation for 565 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:1000 
Completed computation for 566 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:900 
Completed computation for 567 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:100 
Completed computation for 568 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:200 
Completed computation for 569 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:300 
Completed computation for 570 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:900 
Completed computation for 571 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:300 
Completed computation for 572 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:300 
Completed computation for 573 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:600 
Completed computation for 574 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 575 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:400 
Completed computation for 576 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 577 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:600 
Completed computation for 578 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:1000 
Completed computation for 579 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:900 
Completed computation for 580 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 581 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 582 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 583 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:200 
Completed computation for 584 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:500 
Completed computation for 585 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:700 
Completed computation for 586 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:100 
Completed computation for 587 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 588 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:200 
Completed computation for 589 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:600 
Completed computation for 590 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:300 
Completed computation for 591 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:300 
Completed computation for 592 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:700 
Completed computation for 593 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:200 
Completed computation for 594 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:500 
Completed computation for 595 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:300 
Completed computation for 596 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:1000 
Completed computation for 597 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:100 
Completed computation for 598 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:1000 
Completed computation for 599 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:600 
Completed computation for 600 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:900 
Completed computation for 601 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:600 
Completed computation for 602 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:100 
Completed computation for 603 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:500 
Completed computation for 604 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 605 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:500 
Completed computation for 606 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:600 
Completed computation for 607 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:900 
Completed computation for 608 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:900 
Completed computation for 609 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:900 
Completed computation for 610 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:600 
Completed computation for 611 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 612 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:600 
Completed computation for 613 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:800 
Completed computation for 614 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 615 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:300 
Completed computation for 616 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:1000 
Completed computation for 617 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:300 
Completed computation for 618 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:300 
Completed computation for 619 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:800 
Completed computation for 620 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 621 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:100 
Completed computation for 622 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:600 
Completed computation for 623 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:300 
Completed computation for 624 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 625 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:900 
Completed computation for 626 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:200 
Completed computation for 627 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 628 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:300 
Completed computation for 629 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:400 
Completed computation for 630 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:1000 
Completed computation for 631 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:500 
Completed computation for 632 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:1000 
Completed computation for 633 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:600 
Completed computation for 634 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:300 
Completed computation for 635 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:800 
Completed computation for 636 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:600 
Completed computation for 637 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:400 
Completed computation for 638 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:100 
Completed computation for 639 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:300 
Completed computation for 640 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:700 
Completed computation for 641 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:400 
Completed computation for 642 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:200 
Completed computation for 643 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:300 
Completed computation for 644 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:700 
Completed computation for 645 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:200 
Completed computation for 646 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 647 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:200 
Completed computation for 648 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:900 
Completed computation for 649 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:400 
Completed computation for 650 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:500 
Completed computation for 651 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:500 
Completed computation for 652 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:200 
Completed computation for 653 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:800 
Completed computation for 654 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:400 
Completed computation for 655 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:600 
Completed computation for 656 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:400 
Completed computation for 657 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:800 
Completed computation for 658 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:900 
Completed computation for 659 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:500 
Completed computation for 660 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:700 
Completed computation for 661 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:300 
Completed computation for 662 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:400 
Completed computation for 663 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:500 
Completed computation for 664 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:200 
Completed computation for 665 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:300 
Completed computation for 666 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:700 
Completed computation for 667 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:700 
Completed computation for 668 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:400 
Completed computation for 669 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:400 
Completed computation for 670 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:500 
Completed computation for 671 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:900 
Completed computation for 672 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:800 
Completed computation for 673 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:900 
Completed computation for 674 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:700 
Completed computation for 675 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:600 
Completed computation for 676 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:200 
Completed computation for 677 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 678 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:300 
Completed computation for 679 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:600 
Completed computation for 680 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:200 
Completed computation for 681 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:500 
Completed computation for 682 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:100 
Completed computation for 683 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:300 
Completed computation for 684 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:200 
Completed computation for 685 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:900 
Completed computation for 686 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:1000 
Completed computation for 687 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:300 
Completed computation for 688 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:600 
Completed computation for 689 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:500 
Completed computation for 690 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:200 
Completed computation for 691 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:900 
Completed computation for 692 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:200 
Completed computation for 693 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:400 
Completed computation for 694 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 695 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:400 
Completed computation for 696 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:700 
Completed computation for 697 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 698 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:700 
Completed computation for 699 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:100 
Completed computation for 700 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 701 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:600 
Completed computation for 702 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:700 
Completed computation for 703 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:800 
Completed computation for 704 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:900 
Completed computation for 705 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:800 
Completed computation for 706 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:300 
Completed computation for 707 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:500 
Completed computation for 708 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:700 
Completed computation for 709 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:700 
Completed computation for 710 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:700 
Completed computation for 711 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:400 
Completed computation for 712 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 713 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:600 
Completed computation for 714 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:900 
Completed computation for 715 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:100 
Completed computation for 716 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:1000 
Completed computation for 717 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:100 
Completed computation for 718 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:700 
Completed computation for 719 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:900 
Completed computation for 720 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:400 
Completed computation for 721 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:200 
Completed computation for 722 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:400 
Completed computation for 723 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:700 
Completed computation for 724 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:500 
Completed computation for 725 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:1000 
Completed computation for 726 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:600 
Completed computation for 727 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:200 
Completed computation for 728 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:300 
Completed computation for 729 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:400 
Completed computation for 730 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 731 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:400 
Completed computation for 732 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:900 
Completed computation for 733 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:300 
Completed computation for 734 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:700 
Completed computation for 735 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 736 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:700 
Completed computation for 737 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 738 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:600 
Completed computation for 739 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:1000 
Completed computation for 740 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 741 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:900 
Completed computation for 742 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:200 
Completed computation for 743 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:400 
Completed computation for 744 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:800 
Completed computation for 745 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:500 
Completed computation for 746 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 747 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:300 
Completed computation for 748 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:400 
Completed computation for 749 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:700 
Completed computation for 750 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:600 
Completed computation for 751 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:800 
Completed computation for 752 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:200 
Completed computation for 753 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:800 
Completed computation for 754 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:900 
Completed computation for 755 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:100 
Completed computation for 756 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:800 
Completed computation for 757 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:100 
Completed computation for 758 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:200 
Completed computation for 759 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:700 
Completed computation for 760 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:600 
Completed computation for 761 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:100 
Completed computation for 762 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:600 
Completed computation for 763 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 764 (mu,gamma):(0.6, 0.55) model:Amdahl P:1024 n:600 
Completed computation for 765 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:700 
Completed computation for 766 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:700 
Completed computation for 767 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:900 
Completed computation for 768 (mu,gamma):(0.6, 0.55) model:Amdahl P:8192 n:300 
Completed computation for 769 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:800 
Completed computation for 770 (mu,gamma):(0.6, 0.55) model:Amdahl P:4096 n:700 
Completed computation for 771 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:900 
Completed computation for 772 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:400 
Completed computation for 773 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:500 
Completed computation for 774 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:100 
Completed computation for 775 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:400 
Completed computation for 776 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:1000 
Completed computation for 777 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:300 
Completed computation for 778 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:700 
Completed computation for 779 (mu,gamma):(0.6, 0.55) model:Amdahl P:512 n:900 
Completed computation for 780 (mu,gamma):(0.6, 0.55) model:Amdahl P:128 n:1000 
Completed computation for 781 (mu,gamma):(0.6, 0.55) model:Amdahl P:2048 n:1000 
Completed computation for 782 (mu,gamma):(0.6, 0.55) model:Amdahl P:256 n:100 
